price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,promotion_check,id,specials
0.76,1.52,Cerveza estribos a la tequila Carrefour lata de 50 cl.,No promotion,carrefour,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/410174_00_1.jpg,Carrefour,no,280,others
0.8,1.6,Cerveza Cruzcampo Pilsen lata 50 cl.,No promotion,cruzcampo,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/158987_00_1.jpg,Carrefour,no,281,others
5.15,10.3,Cerveza Alhambra envejecida en barrica de Pedro Ximenez botella 50 cl.,No promotion,alhambra envejecida,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/418827_00_1.jpg,Carrefour,no,282,others
1.93,3.86,Cerveza Schwaben Bräu Das Helle botella 50 cl.,No promotion,schwaben,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/796025_00_1.jpg,Carrefour,no,283,others
2.39,2.39,Cerveza Heineken pack de 4 latas de 25 cl.,No promotion,heineken,lata,25 cl,4,https://static.carrefour.es/hd_280x_/img_pim_food/476674_00_1.jpg,Carrefour,no,284,others
1.37,35.5,Cerveza Presidente 355 ml.,No promotion,presidente,No specified,355 ml,1,https://static.carrefour.es/hd_280x_/img_pim_food/946429_00_1.jpg,Carrefour,no,285,others
0.62,1.88,Cerveza rubia San Miguel Magna lata 33 cl.,No promotion,san miguel magna,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/218188_00_1.jpg,Carrefour,no,286,others
2.05,6.21,Cerveza artesana Madriz Hop Republic IPA Chueca botella 33 cl.,No promotion,madriz,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/178545_00_1.jpg,Carrefour,no,287,IPA artesana 
2.2,6.67,Cerveza Cibeles Ipa botella 33 cl.,No promotion,cibeles,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/494923_00_1.jpg,Carrefour,no,288,IPA 
4.0,5.71,Cerveza Alhambra Reserva 1925 botella 70 cl.,No promotion,alhambra 1925,botella,70 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/010659_00_1.jpg,Carrefour,no,289,others
0.32,0.97,Cerveza Sureña pilsen lata 33 cl.,No promotion,sureña,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/030470_00_1.jpg,Carrefour,no,290,others
1.49,2.98,Cerveza Morland Old Speckled Hen English Fine Ale lata 50 cl.,No promotion,old speckled hen,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/777970_00_1.jpg,Carrefour,no,291,others
2.7,8.18,Cerveza ecológica Lammsbräu sin gluten botella 33 cl.,No promotion,lammsbräu,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185553_00_1.jpg,Carrefour,no,292,sin gluten ecologica 
2.9,8.79,Cerveza ecológica Lammsbräu sin alcohol y sin gluten botella 33 cl.,No promotion,lammsbräu,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185572_00_1.jpg,Carrefour,no,293,sin alcohol sin gluten ecologica 
0.83,1.66,Cerveza Amstel 100% malta lata 50 cl.,No promotion,amstel original,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/448414_00_1.jpg,Carrefour,no,294,others
1.04,3.15,Cerveza Coors light botella 33 cl.,No promotion,coors,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/965207_00_1.jpg,Carrefour,no,295,others
2.2,6.67,Cerveza artesana La Cibeles castaña botella 33 cl.,No promotion,cibeles,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/815487_00_1.jpg,Carrefour,no,296,artesana 
5.15,10.3,Cerveza Alhambra envejecida en barrica de palo cortado botella de 50 cl.,No promotion,alhambra envejecida,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/418826_00_1.jpg,Carrefour,no,297,others
1.04,3.15,Cerveza Desperados sabor tequila lata 33 cl.,No promotion,desperado,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/026847_00_1.jpg,Carrefour,no,298,others
1.9,6.33,Cerveza Affligem Blonde botella 30 cl.,No promotion,affligem,botella,30 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/158286_00_1.jpg,Carrefour,no,299,others
2.09,6.33,Cerveza artesana Rabiosa APA botella 33 cl.,No promotion,rabiosa,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/230874_00_1.jpg,Carrefour,no,300,artesana 
2.9,7.73,"Cerveza artesana Casimiro Mahou Marcenado trigo botella 37,5 cl.",No promotion,mahou casimiro,botella,"37,5 cl",1,https://static.carrefour.es/hd_280x_/img_pim_food/148652_00_1.jpg,Carrefour,no,301,artesana 
5.15,10.3,Cerveza Alhambra envejecida en barrica amontillado botella 50 cl.,No promotion,alhambra envejecida,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/418819_00_1.jpg,Carrefour,no,302,others
0.54,1.64,Cerveza Alhambra tradicional lata 33 cl.,No promotion,alhambra,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/271073_00_1.jpg,Carrefour,no,303,others
1.84,3.68,Cerveza Old Empire tipo IPA 50 cl.,No promotion,old empire,No specified,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/509552_00_1.jpg,Carrefour,no,304,IPA 
1.84,3.68,Cerveza Iron Maiden Trooper lata 50 cl.,No promotion,iron maiden,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/121842_00_1.jpg,Carrefour,no,305,others
6.3,8.4,Cerveza tostada azul Chimay belga trapense gran reserva botella 75 cl.,No promotion,chimay,botella,75 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/256087_00_1.jpg,Carrefour,no,306,others
0.64,1.94,Cerveza Amstel Extra Lager lata 33 cl.,No promotion,amstel extra,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/815651_00_1.jpg,Carrefour,no,307,others
1.94,5.88,Cerveza artesana Arriaca Porter lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840479_00_1.jpg,Carrefour,no,308,negra artesana 
2.2,4.4,Cerveza ecológica Riedenburger Hefe-Weizen botella 50 cl.,No promotion,riedenburger,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/195567_00_1.jpg,Carrefour,no,309,ecologica 
2.75,8.33,Cerveza Triple Secret des moines botella 33 cl.,No promotion,triple secret des moine,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/107709_00_1.jpg,Carrefour,no,310,others
1.6,4.85,Cerveza Warsteiner botella 33 cl.,No promotion,warsteiner,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/038537_00_1.jpg,Carrefour,no,311,others
1.87,3.74,Cerveza Fullers London Pride lata 50 cl.,No promotion,london pride,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/240052_00_1.jpg,Carrefour,no,312,others
3.0,35.5,"Cerveza artesana Founders All Day IPA Session Ale botella 35,5 cl.",No promotion,founders,botella,"35,5 cl",1,https://static.carrefour.es/hd_280x_/img_pim_food/147295_00_1.jpg,Carrefour,no,313,IPA artesana 
3.05,8.13,"Cerveza artesana Casimiro Mahou Maravillas extra botella 37,5 cl.",No promotion,mahou casimiro,botella,"37,5 cl",1,https://static.carrefour.es/hd_280x_/img_pim_food/148640_00_1.jpg,Carrefour,no,314,artesana 
7.8,1.97,Cerveza Mahou 5 Estrellas Radler con limón pack de 12 latas de 33 cl.,No promotion,mahou radler,lata,33 cl,12,https://static.carrefour.es/hd_280x_/img_pim_food/225908_00_1.jpg,Carrefour,no,315,radler 
0.61,1.85,Cerveza Cruzcampo especial lata de 33 cl,No promotion,cruzcampo especial,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/954392_00_1.jpg,Carrefour,no,316,others
1.67,5.06,Cerveza artesana Arriaca de trigo lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840477_00_1.jpg,Carrefour,no,317,artesana 
1.72,5.21,Cerveza artesana Arriaca rubia lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/178290_00_1.jpg,Carrefour,no,318,artesana 
1.84,5.58,Cerveza ecológica Alsfelder Landbrauerei Pilsner botella 33 cl.,No promotion,alsfelder,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185528_00_1.jpg,Carrefour,no,319,ecologica 
2.39,7.24,Cerveza ecológica Benediktinerabtei Planketetten Dinkel botella 33 cl.,No promotion,benediktinerabtei,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/195572_00_1.jpg,Carrefour,no,320,ecologica 
1.73,3.46,Cerveza König Ludwig Weissbier Hell botella 50 cl.,No promotion,könig ludwig weissbier,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/296095_00_1.jpg,Carrefour,no,321,others
1.92,5.82,Cerveza Munich La Salve de Bilbao botella 33 cl.,No promotion,la salve,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/929256_00_1.jpg,Carrefour,no,322,others
2.15,6.52,Cerveza artesana Arriaca Imperial tipo Red IPA lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840478_00_1.jpg,Carrefour,no,323,IPA artesana 
2.25,6.82,Cerveza artesana Ordio Minero Skunk Diaple IPA botella 33 cl.,No promotion,ordio minero,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/264369_00_1.jpg,Carrefour,no,324,IPA artesana 
1.41,2.82,Cerveza Wychwood Hobgoblin lata 50 cl.,No promotion,wychwood hobgoblin,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/973856_00_1.jpg,Carrefour,no,325,others
1.52,3.04,Cerveza Greene King IPA Smooth lata 44 cl.,No promotion,greene king,lata,44 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/777963_00_1.jpg,Carrefour,no,326,IPA 
2.2,6.67,Cerveza artesana Rabiosa botella 33 cl.,No promotion,rabiosa,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/230860_00_1.jpg,Carrefour,no,327,artesana 
2.65,8.03,Cerveza Guinness Draught irlandesa negra botella 33 cl.,No promotion,guinness,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/502804_00_1.jpg,Carrefour,no,328,negra 
3.25,9.85,Cerveza G de Goudale botella 33 cl.,No promotion,g de goudale,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/106679_00_1.jpg,Carrefour,no,329,others
4.1,5.47,Cerveza Grimbergen Double-Ambrée botella 75 cl.,No promotion,grimbergen,botella,75 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/296337_00_1.jpg,Carrefour,no,330,others
2.09,6.33,Cerveza artesana Ordio Minero Clau Revolution Irish Red Ale botella 33 cl.,No promotion,ordio minero,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/264357_00_1.jpg,Carrefour,no,331,artesana 
2.1,6.36,Cerveza artesana Rosita negra con avellanas botella 33 cl.,No promotion,rosita,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/219994_00_1.jpg,Carrefour,no,332,negra artesana 
2.15,6.52,Cerveza ecológica Alsfelder Landbrauerei Radler con limón botella 33 cl.,No promotion,alsfelder,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185536_00_1.jpg,Carrefour,no,333,radler ecologica 
1.2,3.64,Cerveza Clausthaler sin alcohol sabor limón botella 33 cl.,No promotion,clausthaler,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/493370_00_1.jpg,Carrefour,no,334,sin alcohol 
1.58,3.16,Cerveza rubia DAB lata 50 cl.,No promotion,rubia dab,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/822962_00_1.jpg,Carrefour,no,335,others
12.32,1.33,cerveza clásica mahou pack de 28 latas de 33 cl.,No promotion,mahou clasica,lata,33 cl,28,https://www.alcampo.es/media/ha9/h39/10033535713310.jpg,Alcampo,no,336,others
13.49,1.45,cervezas mahou 5 estrellas pack 28 latas x 33 cl.,No promotion,mahou 5 estrellas,lata,33 cl,28,https://www.alcampo.es/media/h11/h90/9021161406494.jpg,Alcampo,no,337,others
6.36,1.6,cerveza  heineken pack de 12 latas de 33 centilitros,No promotion,heineken,lata,33 cl,12,https://www.alcampo.es/media/h67/h4f/9546841030686.jpg,Alcampo,no,338,others
6.19,1.56,"cervezas amstel 100 % malta  pack 12 uds, de 33 cl.",oferta válida hasta el 28/10/2020,amstel original,No specified,33 cl,12,https://www.alcampo.es/media/h2b/hef/10493021126686.jpg,Alcampo,yes,339,others
6.19,1.56,cervezas  clásica mahou pack de 12 latas de 33 centilitros,oferta válida hasta el 28/10/2020,mahou clasica,lata,33 cl,12,https://www.alcampo.es/media/ha4/h29/10493019160606.jpg,Alcampo,yes,340,others
6.83,1.72,cervezas mahou 5 estrellas pack de 12 latas de 33 cl.,No promotion,mahou 5 estrellas,lata,33 cl,12,https://www.alcampo.es/media/h77/hbd/9021167075358.jpg,Alcampo,no,341,others
9.38,1.56,cervezas cruzcampo pack 24 uds de 25 cl.,No promotion,cruzcampo,No specified,25 cl,24,https://www.alcampo.es/media/h4a/h37/9546880090142.jpg,Alcampo,no,342,others
4.44,1.12,cerveza con limón radler amstel pack 12 uds. x 33 cl.,No promotion,amstel radler,No specified,33 cl,12,https://www.alcampo.es/media/hae/h18/10407499956254.jpg,Alcampo,no,343,radler 
6.19,1.56,cervezas cruzcampo pack 12 uds x 33 cl.,oferta válida hasta el 28/10/2020,cruzcampo,No specified,33 cl,12,https://www.alcampo.es/media/hcd/hf0/10492929998878.jpg,Alcampo,yes,344,others
0.54,1.08,cerveza alhambra premium lager lata de 50 centilitros,No promotion,alhambra,lata,50 cl,1,https://www.alcampo.es/media/h3b/hd5/10444757499934.jpg,Alcampo,no,345,others
0.77,1.54,cerveza clásica mahou lata 50 cl.,No promotion,mahou clasica,No specified,50 cl,1,https://www.alcampo.es/media/h63/hff/10444857245726.jpg,Alcampo,no,346,others
0.64,1.28,cerveza de color dorado brillante con ligero amargor san miguel especial 50 cl.,No promotion,san miguel,No specified,50 cl,1,https://www.alcampo.es/media/he6/h17/10444697206814.jpg,Alcampo,no,347,others
13.58,1.46,cervezas rubias  cruzcampo pack 28 uds. x 33 cl,No promotion,cruzcampo,No specified,33 cl,28,https://www.alcampo.es/media/hb4/h43/10172150186014.jpg,Alcampo,no,348,others
0.53,1.6,cerveza estrella damm lata de 33 centilitros,No promotion,estrella damm,lata,33 cl,1,https://www.alcampo.es/media/h2d/h1c/8952688476190.jpg,Alcampo,no,349,others
2.88,0.72,cerveza heifer pack de 12 latas de 33 cl.,No promotion,heifer,lata,33 cl,12,https://www.alcampo.es/media/h30/h91/8901497192478.jpg,Alcampo,no,350,others
0.49,1.48,cerveza tostada 0.0 alcohol mahou lata 33 cl.,No promotion,"mahou sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/h38/h49/9006978924574.jpg,Alcampo,no,351,sin alcohol 
0.24,0.72,cerveza heifer lata de 33 cl.,No promotion,heifer,No specified,33 cl,1,https://www.alcampo.es/media/hed/hc1/8898855698462.jpg,Alcampo,no,352,others
0.49,1.48,cerveza sin alcohol free damm lata 33 centilitros,No promotion,free damm,No specified,33 cl,1,https://www.alcampo.es/media/hd3/hce/8952633360414.jpg,Alcampo,no,353,sin alcohol 
0.64,1.93,cerveza doble malta voll damm lata 33 centilitros,No promotion,voll-damm,No specified,33 cl,1,https://www.alcampo.es/media/h16/ha1/8952613961758.jpg,Alcampo,no,354,others
0.34,1.03,cerveza amstel clásica lata de 33 centilitros,No promotion,amstel clasica,lata,33 cl,1,https://www.alcampo.es/media/hf7/h2b/9546877861918.jpg,Alcampo,no,355,others
0.48,1.45,"cerveza 0,0% heineken  lata 33 cl.",No promotion,"heineken sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/hb5/h5f/9546883956766.jpg,Alcampo,no,356,sin alcohol 
1.14,2.28,cerveza de trigo alemana paulaner naturtrüf botella 50 cl.,No promotion,paulaner,botella,50 cl,1,https://www.alcampo.es/media/hd5/he5/9888522797086.jpg,Alcampo,no,357,others
0.45,1.36,cerveza sin alcohol lata mahou 33 cl.,No promotion,"mahou sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/h94/h70/9492150386718.jpg,Alcampo,no,358,sin alcohol 
0.44,1.33,cerveza con limón radler amstel lata de 33 cl.,No promotion,amstel radler,lata,33 cl,1,https://www.alcampo.es/media/ha5/h8b/9546847551518.jpg,Alcampo,no,359,radler 
5.82,1.94,cervezas estrella galicia especial pack 12 uds. x 25 cl,No promotion,estrella galicia,No specified,25 cl,12,https://www.alcampo.es/media/hde/h0f/9460774731806.jpg,Alcampo,no,360,others
0.27,0.81,cerveza rubia con malta y maíz de importación holandesa holbrand lata 33 cl.,No promotion,holbrand,lata,33 cl,1,https://www.alcampo.es/media/hf9/h8a/9308416573470.jpg,Alcampo,no,361,others
0.57,1.72,"cerveza sin gluten mahou, lata de 33 cl.",No promotion,mahou sin gluten,lata,33 cl,1,https://www.alcampo.es/media/hc5/h93/8902491275294.jpg,Alcampo,no,362,sin gluten 
0.49,1.48,"cerveza (0,0% alcohol) con sabor a limón free damm lata de 33 centilitros",No promotion,free damm,lata,33 cl,1,https://www.alcampo.es/media/h71/h3e/9069626753054.jpg,Alcampo,no,363,sin alcohol 
0.38,1.15,"cerveza sin alcohol (0,0% vol.) buckler lata de 33 cl.",No promotion,buckler,lata,33 cl,1,https://www.alcampo.es/media/hf6/h16/10033635655710.jpg,Alcampo,no,364,sin alcohol 
0.46,1.39,cerveza con limón sin alcohol shandy cruzcampo lata de 33 cl.,No promotion,"cruzcampo shandy sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/hae/h75/9546888806430.jpg,Alcampo,no,365,sin alcohol 
0.75,2.27,cerveza ipa mahou 5 estrellas 33 cl,oferta válida hasta el 28/10/2020,mahou ipa,No specified,33 cl,1,https://www.alcampo.es/media/hb2/h52/9543218331678.jpg,Alcampo,yes,366,IPA 
0.58,1.75,cerveza alhambra premium lager lata de 33 cl.,No promotion,alhambra,lata,33 cl,1,https://www.alcampo.es/media/h2a/h97/8900932010014.jpg,Alcampo,no,367,others
0.54,1.63,"cerveza sin alcohol (0,0% vol.) san miguel 33 cl.",No promotion,"san miguel sin alcohol (0,0%)",No specified,33 cl,1,https://www.alcampo.es/media/h8b/h5f/10396992798750.jpg,Alcampo,no,368,sin alcohol 
0.55,1.66,cerveza sin filtrar el águila 33 cl.,No promotion,el águila,No specified,33 cl,1,https://www.alcampo.es/media/h9c/hcc/10508953059358.jpg,Alcampo,no,369,others
0.62,1.87,cerveza sin alcohol alhambra lata de 33 centilitros,No promotion,"alhambra sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/hf4/h95/9157802524702.jpg,Alcampo,no,370,sin alcohol 
6.57,3.31,cervezas alhambra reserva 1925 pack  6 uds. x 33 cl.,No promotion,alhambra 1925,No specified,33 cl,6,https://www.alcampo.es/media/h43/ha2/9492132626462.jpg,Alcampo,no,371,others
0.99,1.98,cerveza alemana de trigo franziskaner naturtrub botella 50 cl.,oferta válida hasta el 28/10/2020,franziskaner,botella,50 cl,1,https://www.alcampo.es/media/h87/hd8/10448403922974.jpg,Alcampo,yes,372,others
0.63,1.9,cerveza  mahou 5 estrellas lata 33 centilitros,No promotion,mahou 5 estrellas,No specified,33 cl,1,https://www.alcampo.es/media/h98/hd5/9021147840542.jpg,Alcampo,no,373,others
0.49,1.48,cerveza tostada amstel oro lata de 33 cl.,oferta válida hasta el 28/10/2020,amstel oro,lata,33 cl,1,https://www.alcampo.es/media/h7c/ha9/9546810982430.jpg,Alcampo,yes,374,others
5.76,1.45,"cerveza tostada  0,0 % alcohol mahou pack 12 latas x 33 cl.",No promotion,"mahou sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/h90/h8d/9475631546398.jpg,Alcampo,no,375,sin alcohol 
0.64,1.93,cerveza tostada doble lúpulo mahou maestra lata de 33 cl.,No promotion,mahou maestra,lata,33 cl,1,https://www.alcampo.es/media/h69/hb5/9492144259102.jpg,Alcampo,no,376,others
0.54,1.63,"cerveza (0,0% alcohol) con sabor a limón san miguel radler  lata de 33 cl.",No promotion,"san miguel radler sin alcohol (0,0%)",lata,33 cl,1,https://www.alcampo.es/media/h11/hda/10396996960286.jpg,Alcampo,no,377,radler sin alcohol 
0.55,1.66,"cerveza (0,0% alcohol) con sabor a limón radler buckler lata de 33 cl.",No promotion,buckler,lata,33 cl,1,https://www.alcampo.es/media/ha6/hb8/9546809868318.jpg,Alcampo,no,378,radler sin alcohol 
0.77,1.54,cerveza rubia estrella de galicia lata de 50 cl.,No promotion,estrella galicia,lata,50 cl,1,https://www.alcampo.es/media/he4/hf7/9522755239966.jpg,Alcampo,no,379,others
0.54,1.63,cerveza clásica mahou clásica lata 33 centilitros,No promotion,mahou clasica,lata,33 cl,1,https://www.alcampo.es/media/hda/h0c/9021147119646.jpg,Alcampo,no,380,others
10.63,2.68,cervezas 1906 reserva especial pack de 12 botellines de 33 cl.,No promotion,estrella galicia 1906,No specified,33 cl,12,https://www.alcampo.es/media/he1/h94/9965385744414.jpg,Alcampo,no,381,others
0.62,1.87,cerveza tostada de valencia turia lata 33 cl. ,No promotion,turia,lata,33 cl,1,https://www.alcampo.es/media/hd7/h54/9212228632606.jpg,Alcampo,no,382,others
1.08,1.08,cerveza alhambra premium lager botella de 1 litro,No promotion,alhambra,botella,1 l,1,https://www.alcampo.es/media/h11/h3c/8952710791198.jpg,Alcampo,no,383,others
0.75,0.75,cerveza heifer 1 litro,No promotion,heifer,No specified,1 l,1,https://www.alcampo.es/media/h95/h60/8891090993182.jpg,Alcampo,no,384,others
0.49,1.48,"cerveza 0,0 % tostada amstel oro 33 cl.",oferta válida hasta el 28/10/2020,"amstel sin alcohol (0,0%)",No specified,33 cl,1,https://www.alcampo.es/media/had/h49/9548561186846.jpg,Alcampo,yes,385,sin alcohol 
1.33,1.33,cerveza clásica mahou botella 1 litro,No promotion,mahou clasica,No specified,1 l,1,https://www.alcampo.es/media/hef/h16/9021165010974.jpg,Alcampo,no,386,others
3.72,1.87,cervezas estrella de galicia especial pack 6 uds. x 33 cl.,No promotion,estrella galicia,No specified,33 cl,6,https://www.alcampo.es/media/h28/h47/8952668848158.jpg,Alcampo,no,387,others
0.68,2.06,cerveza 1906 reserva especial 33 cl.,No promotion,estrella galicia 1906,No specified,33 cl,1,https://www.alcampo.es/media/h7f/hbe/10034035523614.jpg,Alcampo,no,388,others
5.85,1.95,"cerveza de color dorado, espuma cremosa y sabor consistente mahou pack 12 botellas. 25 cl.",No promotion,mahou 5 estrellas,botella,25 cl,12,https://www.alcampo.es/media/h5d/h1d/9021149806622.jpg,Alcampo,no,389,others
1.29,1.29,cerveza cruzcampo 1 l.,No promotion,cruzcampo,No specified,1 l,1,https://www.alcampo.es/media/h4c/hbb/10172156543006.jpg,Alcampo,no,390,others
0.62,1.87,cerveza alhambra especial lata de 33 centilitros,No promotion,alhambra especial,lata,33 cl,1,https://www.alcampo.es/media/h78/hc1/8952381210654.jpg,Alcampo,no,391,others
0.27,0.81,cerveza con limón sin alcohol holbrand lata de 33 cl.,oferta válida hasta el 28/10/2020,holbrand,lata,33 cl,1,https://www.alcampo.es/media/hdd/h75/8890967785502.jpg,Alcampo,yes,392,sin alcohol 
4.95,1.66,cerveza rubia ambar especial pack de 9 latas de 33 centilítros,oferta válida hasta el 28/10/2020,ambar,lata,33 cl,9,https://www.alcampo.es/media/h48/h6c/9556680671262.jpg,Alcampo,yes,393,others
0.52,1.57,cerveza radler 0.0% alcohol con limón amstel 33 cl. ,No promotion,"amstel radler sin alcohol (0,0%)",No specified,33 cl,1,https://www.alcampo.es/media/h85/h91/9546875731998.jpg,Alcampo,no,394,radler sin alcohol 
0.74,1.48,cerveza 5 estrellas mahou lata 50 cl.,No promotion,mahou 5 estrellas,No specified,50 cl,1,https://www.alcampo.es/media/h9e/h61/9021159047198.jpg,Alcampo,no,395,others
2.96,2.46,cervezas mini estrella galicia pack 6 botellas x 20 cl. ,No promotion,estrella galicia,botella,20 cl,6,https://www.alcampo.es/media/h1c/h35/9522694717470.jpg,Alcampo,no,396,others
0.53,1.6,cerveza rubia de sabor fresco y de ligero amargor san miguel lata 33 cl.,No promotion,san miguel,lata,33 cl,1,https://www.alcampo.es/media/he5/h75/10396990341150.jpg,Alcampo,no,397,others
0.53,1.6,cerveza heineken lata de 33 centilitros,No promotion,heineken,lata,33 cl,1,https://www.alcampo.es/media/h26/h7c/9546813341726.jpg,Alcampo,no,398,others
3.5,2.33,cervezas estrella galicia especial pack de 6 botellines de 25 cl.,No promotion,estrella galicia,No specified,25 cl,6,https://www.alcampo.es/media/h27/h7d/9522783092766.jpg,Alcampo,no,399,others
0.49,1.48,"cerveza tostada con limón 0,0 % alcohol  amstel radler 33 cl.",oferta válida hasta el 28/10/2020,"amstel radler sin alcohol (0,0%)",No specified,33 cl,1,https://www.alcampo.es/media/h0b/h70/10172148678686.jpg,Alcampo,yes,400,radler sin alcohol 
6.19,1.56,cervezas san miguel pack de 12 latas de 33 cl.,oferta válida hasta el 28/10/2020,san miguel,lata,33 cl,12,https://www.alcampo.es/media/hc5/h69/10492944449566.jpg,Alcampo,yes,401,others
6.48,0.81,"cervezas  holbrand, pack de 24 latas de 33 centilitros.",No promotion,holbrand,lata,33 cl,24,https://www.alcampo.es/media/hab/hf5/8947297288222.jpg,Alcampo,no,402,others
3.11,2.07,"cervezas sin alcohol (0,0% vol.) estrella galicia pack de 6 botellas de 25 c",No promotion,"estrella galicia sin alcohol (0,0%)",botella,25 cl,6,https://www.alcampo.es/media/h7b/h76/9522724732958.jpg,Alcampo,no,403,sin alcohol 
1.98,1.32,"cerveza sin alcohol mahou, pack 6 uds. x 25 cl.",No promotion,"mahou sin alcohol (0,0%)",No specified,25 cl,6,https://www.alcampo.es/media/hac/h87/9492156416030.jpg,Alcampo,no,404,sin alcohol 
1.05,2.1,cerveza heineken lata de 50 centilitros,No promotion,heineken,lata,50 cl,1,https://www.alcampo.es/media/h36/h10/9546905976862.jpg,Alcampo,no,405,others
7.68,1.93,cerveza  doble malta voll damm pack 12 luds de 33 cl.,oferta válida hasta el 28/10/2020,voll-damm,No specified,33 cl,12,https://www.alcampo.es/media/hcb/h59/10411459182622.jpg,Alcampo,yes,406,others
2.24,1.49,cervezas con limón sin alcohol shandy cruzcampo pack 6 uds de 25 cl.,No promotion,"cruzcampo shandy sin alcohol (0,0%)",No specified,25 cl,6,https://www.alcampo.es/media/h8c/he8/9546818158622.jpg,Alcampo,no,407,sin alcohol 
0.99,2.78,"cerveza corona botella de 33,5 cl.",No promotion,corona,botella,"33,5 cl",1,https://www.alcampo.es/media/hb3/h52/9188484186142.jpg,Alcampo,no,408,others
0.55,1.66,cerveza con limón sin alcohol mixta mahou lata de 33 centilitros,No promotion,mahou mixta,lata,33 cl,1,https://www.alcampo.es/media/h6a/hbb/8928519684126.jpg,Alcampo,no,409,sin alcohol 
4.14,1.38,cerveza rubia y aroma ligeramente afrutado mahou pack12 botellas de 25 cl.,oferta válida hasta el 28/10/2020,mahou clasica,botella,25 cl,12,https://www.alcampo.es/media/hd5/h2c/9021154852894.jpg,Alcampo,yes,410,others
