price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
1.08,1.08,cerveza alhambra premium lager botella de 1 litro,No promotion,cerveza alhambra premium lager botella de 1 ,botella,1 l,1,https://www.alcampo.es/media/h11/h3c/8952710791198.jpg,Alcampo
0.99,1.98,cerveza alemana de trigo franziskaner naturtrub botella 50 cl.,No promotion,cerveza alemana de trigo franziskaner naturtrub botella 50 ,botella,50 cl,1,https://www.alcampo.es/media/h87/hd8/10448403922974.jpg,Alcampo
0.54,1.63,cerveza clásica mahou clásica lata 33 centilitros,No promotion,cerveza clásica mahou clásica lata 33 ,lata,33 c,1,https://www.alcampo.es/media/hda/h0c/9021147119646.jpg,Alcampo
0.45,1.36,"cerveza (0,0% alcohol) con sabor a limón san miguel radler  lata de 33 cl.",oferta válida hasta el 14/10/2020, con sabor a limón san miguel radler  lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/h11/hda/10396996960286.jpg,Alcampo
0.52,1.57,cerveza radler 0.0% alcohol con limón amstel 33 cl. ,No promotion,cerveza radler ,No specified,33 cl,1,https://www.alcampo.es/media/h85/h91/9546875731998.jpg,Alcampo
0.62,1.87,cerveza tostada de valencia turia lata 33 cl. ,No promotion,cerveza tostada de valencia turia lata 33 ,lata,33 cl,1,https://www.alcampo.es/media/hd7/h54/9212228632606.jpg,Alcampo
9.95,2.51,cervezas 1906 reserva especial pack de 12 botellines de 33 cl.,oferta válida hasta el 14/10/2020,cervezas 1906 reserva especial pack de 12 botellines de 33 ,No specified,33 cl,12,https://www.alcampo.es/media/he1/h94/9965385744414.jpg,Alcampo
3.72,1.87,cervezas estrella de galicia especial pack 6 uds. x 33 cl.,No promotion,cervezas estrella de galicia especial pack 6 ,No specified,33 cl,6,https://www.alcampo.es/media/h28/h47/8952668848158.jpg,Alcampo
5.85,1.95,"cerveza de color dorado, espuma cremosa y sabor consistente mahou pack 12 botellas. 25 cl.",No promotion,"cerveza de color dorado, espuma cremosa y sabor consistente mahou pack 12 ",botella,25 cl,12,https://www.alcampo.es/media/h5d/h1d/9021149806622.jpg,Alcampo
0.62,1.87,cerveza alhambra especial lata de 33 centilitros,No promotion,cerveza alhambra especial lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h78/hc1/8952381210654.jpg,Alcampo
2.96,2.46,cervezas mini estrella galicia pack 6 botellas x 20 cl. ,No promotion,cervezas mini estrella galicia pack 6 botellas x 20 ,botella,20 cl,6,https://www.alcampo.es/media/h1c/h35/9522694717470.jpg,Alcampo
0.64,0.19,"cerveza con limón  ambar radler, lata de 33 centilitros.",No promotion,"cerveza con limón  ambar radler, lata de 33 ",lata,33 c,1,https://www.alcampo.es/media/hc4/h02/8959069388830.jpg,Alcampo
0.68,2.06,cerveza 1906 reserva especial 33 cl.,No promotion,cerveza 1906 reserva especial 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h7f/hbe/10034035523614.jpg,Alcampo
0.78,2.36,cerveza tostada ambar export lata de 33 cl.,No promotion,cerveza tostada ambar export lata de 33 ,lata,33 cl,1,https://www.alcampo.es/media/h5f/hca/10428598747166.jpg,Alcampo
0.56,1.69,"cerveza tostada con limón 0,0 % alcohol  amstel radler 33 cl.",No promotion, alcohol  amstel radler 33 ,No specified,33 cl,1,https://www.alcampo.es/media/h0b/h70/10172148678686.jpg,Alcampo
1.98,1.32,"cerveza sin alcohol mahou, pack 6 uds. x 25 cl.",No promotion,"cerveza sin alcohol mahou, pack 6 ",No specified,25 cl,6,https://www.alcampo.es/media/hac/h87/9492156416030.jpg,Alcampo
0.74,1.48,cerveza 5 estrellas mahou lata 50 cl.,No promotion,cerveza 5 estrellas mahou lata 50 ,No specified,50 cl,1,https://www.alcampo.es/media/h9e/h61/9021159047198.jpg,Alcampo
6.48,0.81,"cervezas  holbrand, pack de 24 latas de 33 centilitros.",No promotion,"cervezas  holbrand, pack de 24 latas de 33 ",lata,", ",24,https://www.alcampo.es/media/hab/hf5/8947297288222.jpg,Alcampo
1.0,2.81,"cerveza corona botella de 33,5 cl.",No promotion,"cerveza corona botella de 33,5 ",botella,"33,5 cl",1,https://www.alcampo.es/media/hb3/h52/9188484186142.jpg,Alcampo
3.11,2.07,"cervezas sin alcohol (0,0% vol.) estrella galicia pack de 6 botellas de 25 c",No promotion, estrella galicia pack de 6 botellas de 25 ,botella,25 c,6,https://www.alcampo.es/media/h7b/h76/9522724732958.jpg,Alcampo
0.6,1.81,cerveza ambar especial lata de 33 centilitros,No promotion,cerveza ambar especial lata de 33 ,lata,33 c,1,https://www.alcampo.es/media/h1d/hba/9915987722270.jpg,Alcampo
0.58,1.16,cerveza heineken lata de 50 centilitros,No promotion,cerveza heineken lata de 50 ,lata,50 c,1,https://www.alcampo.es/media/h36/h10/9546905976862.jpg,Alcampo
