price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
0.59,1.79,"Cerveza KELER, lata 33 cl",No promotion,keler,lata,33 cl,1,https://supermercado.eroski.es/images/1202506.jpg,Eroski
3.15,2.12,"Cerveza AMSTEL Radler, pack botellín 6x25 cl",2ª unidad -50%,amstel radler,No specified,25 cl,6,https://supermercado.eroski.es/images/19465434.jpg,Eroski
0.64,1.94,"Cerveza 0,0 AMSTEL Radler, lata 33 cl",No promotion,"0,0 amstel radler",lata,33 cl,1,https://supermercado.eroski.es/images/20359758.jpg,Eroski
2.0,4.55,"Cerveza irlandesa negra GUINNESS, lata 44 cl",No promotion,irlandesa negra guinness,lata,44 cl,1,https://supermercado.eroski.es/images/4212726.jpg,Eroski
4.99,2.52,"Cerveza Pilsen ESTRELLA GALICIA, pack botellín 6x33 cl",No promotion,pilsen estrella galicia,No specified,33 cl,6,https://supermercado.eroski.es/images/19869262.jpg,Eroski
3.75,2.52,"Cerveza 0,0% HEINEKEN, pack botellín 6x25 cl",No promotion,"0,0% heineken",No specified,25 cl,6,https://supermercado.eroski.es/images/19465426.jpg,Eroski
3.42,2.28,"Cerveza ESTRELLA DAMM, pack botellín 6x25 cl",No promotion,estrella damm,No specified,25 cl,6,https://supermercado.eroski.es/images/461434.jpg,Eroski
7.55,1.91,"Cerveza 0.0% HEINEKEN, pack botellín 12x33 cl",2ª unidad -50%,0.0% heineken,No specified,33 cl,12,https://supermercado.eroski.es/images/21028865.jpg,Eroski
0.55,1.67,"Cerveza sin alcohol BUCKLER 0, lata 33 cl",No promotion,sin alcohol buckler 0,lata,33 cl,1,https://supermercado.eroski.es/images/5329958.jpg,Eroski
2.19,1.48,"Cerveza sin alcohol BUCKLER 0, pack botellín 6x25 cl",No promotion,sin alcohol buckler 0,No specified,25 cl,6,https://supermercado.eroski.es/images/5329966.jpg,Eroski
0.99,3.96,"Cider LADRÓN DE MANZANAS, botellín 25 cl",No promotion,ladrón de manzanas,No specified,25 cl,1,https://supermercado.eroski.es/images/20990529.jpg,Eroski
