price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
0.6,1.82,alhambra cerveza rubia tradicional lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300349____5__325x325.jpg,El Corte Ingles
2.96,1.97,alhambra cerveza rubia tradicional pack 6 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602200521____2__325x325.jpg,El Corte Ingles
0.76,1.52,alhambra cerveza rubia tradicional lata 50 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra ,lata,50 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300398____4__325x325.jpg,El Corte Ingles
1.4,1.4,alhambra cerveza rubia tradicional botella 1 l ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra ,botella,1 l,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118602200539____3__40x40.jpg,El Corte Ingles
9.65,1.61,alhambra cerveza rubia tradicional pack 24 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra ,botella,25 cl,24,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118602201875____5__40x40.jpg,El Corte Ingles
7.92,2.0,alhambra especial cerveza rubia pack 12 latas 33 cl ,2ª-50%2ª unidad al 50% de descuentoPuedes combinar productos ¡pulsa aquí!..SECOND OFFERT: 25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra especial ,lata,33 cl,12,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201907/31/00118600301107____3__40x40.jpg,El Corte Ingles
3.09,2.06,alhambra especial cerveza rubia pack 6 botellas 25 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra especial ,botella,25 cl,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602202584____11__40x40.jpg,El Corte Ingles
0.67,2.03,alhambra especial cerveza rubia lata 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra especial ,lata,33 cl,1,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201805/18/00118600300604____4__40x40.jpg,El Corte Ingles
3.69,2.8,alhambra especial cerveza rubia pack 4 botellas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra especial ,botella,33 cl,4,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602200711____3__40x40.jpg,El Corte Ingles
6.6,3.33,alhambra reserva 1925 cerveza rubia extra pack 6 botellas 33 cl ,25% Bonificación por compras superiores a 10 € para tu próxima compra,alhambra reserva 1925 ,botella,25 c,6,https://sgfm.elcorteingles.es/SGFM/dctm/MEDIA03/201802/19/00118602800650____2__40x40.jpg,El Corte Ingles
