price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,id
1.49,2.98,Cerveza Morland Old Speckled Hen English Fine Ale lata 50 cl.,No promotion,old speckled hen,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/777970_00_1.jpg,Carrefour,289
1.63,3.26,Cerveza rubia Schöfferhofer premium weizenbier botella 50 cl.,No promotion,schöfferhofer,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/823059_00_1.jpg,Carrefour,290
2.09,6.33,Cerveza artesana Rabiosa APA botella 33 cl.,No promotion,rabiosa,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/230874_00_1.jpg,Carrefour,291
2.9,8.79,Cerveza ecológica Lammsbräu sin alcohol y sin gluten botella 33 cl.,No promotion,lammsbräu,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185572_00_1.jpg,Carrefour,292
4.0,5.71,Cerveza Alhambra Reserva 1925 botella 70 cl.,No promotion,alhambra 1925,botella,70 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/010659_00_1.jpg,Carrefour,293
5.15,10.3,Cerveza Alhambra envejecida en barrica de palo cortado botella de 50 cl.,No promotion,alhambra envejecida,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/418826_00_1.jpg,Carrefour,294
1.84,3.68,Cerveza Iron Maiden Trooper lata 50 cl.,No promotion,iron maiden,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/121842_00_1.jpg,Carrefour,295
2.2,6.67,Cerveza Cibeles Ipa botella 33 cl.,No promotion,cibeles,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/494923_00_1.jpg,Carrefour,296
2.2,6.67,Cerveza artesana La Cibeles castaña botella 33 cl.,No promotion,cibeles,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/815487_00_1.jpg,Carrefour,297
2.9,7.73,"Cerveza artesana Casimiro Mahou Marcenado trigo botella 37,5 cl.",No promotion,mahou casimiro,botella,5 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/148652_00_1.jpg,Carrefour,298
5.85,2.95,Cerveza 1906 Reserva Especial pack de 6 botellas de 33 cl.,No promotion,estrella galicia 1906,botella,33 cl,6,https://static.carrefour.es/hd_280x_/img_pim_food/161127_00_1.jpg,Carrefour,299
0.64,1.94,Cerveza Amstel Extra Lager lata 33 cl.,No promotion,amstel extra,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/815651_00_1.jpg,Carrefour,300
0.9,1.8,Cerveza rubia Carrefour botella 50 cl.,No promotion,carrefour,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/715164_00_1.jpg,Carrefour,301
2.15,6.52,Cerveza artesana Arriaca Imperial tipo Red IPA lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840478_00_1.jpg,Carrefour,302
5.15,10.3,Cerveza Alhambra envejecida en barrica amontillado botella 50 cl.,No promotion,alhambra envejecida,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/418819_00_1.jpg,Carrefour,303
1.9,6.33,Cerveza Affligem Blonde botella 30 cl.,No promotion,affligem,botella,30 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/158286_00_1.jpg,Carrefour,304
2.2,4.4,Cerveza ecológica Riedenburger Hefe-Weizen botella 50 cl.,No promotion,riedenburger,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/195567_00_1.jpg,Carrefour,305
2.7,8.18,Cerveza ecológica Lammsbräu sin gluten botella 33 cl.,No promotion,lammsbräu,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185553_00_1.jpg,Carrefour,306
3.05,8.13,"Cerveza artesana Casimiro Mahou Maravillas extra botella 37,5 cl.",No promotion,mahou casimiro,botella,5 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/148640_00_1.jpg,Carrefour,307
1.72,5.21,Cerveza artesana Arriaca rubia lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/178290_00_1.jpg,Carrefour,308
1.84,5.58,Cerveza ecológica Alsfelder Landbrauerei Pilsner botella 33 cl.,No promotion,alsfelder,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185528_00_1.jpg,Carrefour,309
1.94,5.88,Cerveza artesana Arriaca Porter lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840479_00_1.jpg,Carrefour,310
1.2,3.64,Cerveza Clausthaler sin alcohol sabor limón botella 33 cl.,No promotion,clausthaler,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/493370_00_1.jpg,Carrefour,311
3.25,9.85,Cerveza G de Goudale botella 33 cl.,No promotion,g de goudale,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/106679_00_1.jpg,Carrefour,312
1.41,2.82,Cerveza Wychwood Hobgoblin lata 50 cl.,No promotion,wychwood hobgoblin,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/973856_00_1.jpg,Carrefour,313
1.6,4.85,Cerveza Warsteiner botella 33 cl.,No promotion,warsteiner,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/038537_00_1.jpg,Carrefour,314
1.87,3.74,Cerveza Fullers London Pride lata 50 cl.,No promotion,london pride,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/240052_00_1.jpg,Carrefour,315
2.75,8.33,Cerveza Triple Secret des moines botella 33 cl.,No promotion,triple secret des moine,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/107709_00_1.jpg,Carrefour,316
1.67,5.06,Cerveza artesana Arriaca de trigo lata 33 cl.,No promotion,arriaca,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/840477_00_1.jpg,Carrefour,317
6.3,8.4,Cerveza tostada azul Chimay belga trapense gran reserva botella 75 cl.,No promotion,chimay,botella,75 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/256087_00_1.jpg,Carrefour,318
0.59,1.79,Cerveza Cruzcampo especial lata de 33 cl,No promotion,cruzcampo especial,lata,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/954392_00_1.jpg,Carrefour,319
1.21,3.67,Cerveza Cuzqueña negra botella 33 cl.,No promotion,cuzqueña,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/536573_00_1.jpg,Carrefour,320
2.1,6.36,Cerveza artesana Rosita negra con avellanas botella 33 cl.,No promotion,rosita,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/219994_00_1.jpg,Carrefour,321
2.39,7.24,Cerveza ecológica Benediktinerabtei Planketetten Dinkel botella 33 cl.,No promotion,benediktinerabtei,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/195572_00_1.jpg,Carrefour,322
1.73,3.46,Cerveza König Ludwig Weissbier Hell botella 50 cl.,No promotion,könig ludwig weissbier,botella,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/296095_00_1.jpg,Carrefour,323
2.09,6.33,Cerveza ecológica Alsfelder Landbrauerei Radler con limón botella 33 cl.,No promotion,alsfelder,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/185536_00_1.jpg,Carrefour,324
2.2,6.67,Cerveza artesana Rabiosa botella 33 cl.,No promotion,rabiosa,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/230860_00_1.jpg,Carrefour,325
2.25,6.82,Cerveza artesana Ordio Minero Skunk Diaple IPA botella 33 cl.,No promotion,ordio minero,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/264369_00_1.jpg,Carrefour,326
3.0,35.5,"Cerveza artesana Founders All Day IPA Session Ale botella 35,5 cl.",No promotion,founders,botella,5 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/147295_00_1.jpg,Carrefour,327
1.84,3.68,Cerveza Old Empire tipo IPA 50 cl.,No promotion,old empire,No specified,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/509552_00_1.jpg,Carrefour,328
1.58,3.16,Cerveza rubia DAB lata 50 cl.,No promotion,rubia dab,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/822962_00_1.jpg,Carrefour,329
2.65,8.03,Cerveza Guinness Draught irlandesa negra botella 33 cl.,No promotion,guinness,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/502804_00_1.jpg,Carrefour,330
1.26,2.52,Cerveza Ruddles County English Ale lata 50 cl.,No promotion,ruddles,lata,50 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/261322_00_1.jpg,Carrefour,331
1.92,5.82,Cerveza Munich La Salve de Bilbao botella 33 cl.,No promotion,la salve,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/929256_00_1.jpg,Carrefour,332
2.09,6.33,Cerveza artesana Ordio Minero Clau Revolution Irish Red Ale botella 33 cl.,No promotion,ordio minero,botella,33 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/264357_00_1.jpg,Carrefour,333
4.1,5.47,Cerveza Grimbergen Double-Ambrée botella 75 cl.,No promotion,grimbergen,botella,75 cl,1,https://static.carrefour.es/hd_280x_/img_pim_food/296337_00_1.jpg,Carrefour,334
6.75,3.38,Cerveza Heineken The Torp barril 2 l.,No promotion,heineken,barril,2 l,1,https://static.carrefour.es/hd_280x_/img_pim_food/882125_00_1.jpg,Carrefour,335
11.99,1.29,cerveza clásica mahou pack de 28 latas de 33 cl.,oferta válida hasta el 14/10/2020,mahou clasica,lata,33 cl,28,https://www.alcampo.es/media/ha9/h39/10033535713310.jpg,Alcampo,336
13.49,1.45,cervezas mahou 5 estrellas pack 28 latas x 33 cl.,No promotion,mahou 5 estrellas,lata,33 cl,28,https://www.alcampo.es/media/h11/h90/9021161406494.jpg,Alcampo,337
6.36,1.6,cerveza  heineken pack de 12 latas de 33 centilitros,No promotion,heineken,lata,33 c,12,https://www.alcampo.es/media/h67/h4f/9546841030686.jpg,Alcampo,338
4.67,1.17,"cervezas amstel 100 % malta  pack 12 uds, de 33 cl.",No promotion,amstel original,No specified,33 cl,12,https://www.alcampo.es/media/hc9/h32/10472609447966.jpg,Alcampo,339
6.36,1.6,cervezas  clásica mahou pack de 12 latas de 33 centilitros,No promotion,mahou clasica,lata,33 c,12,https://www.alcampo.es/media/h64/hc7/9659324071966.jpg,Alcampo,340
6.83,1.72,cervezas mahou 5 estrellas pack de 12 latas de 33 cl.,No promotion,mahou 5 estrellas,lata,33 cl,12,https://www.alcampo.es/media/h77/hbd/9021167075358.jpg,Alcampo,341
9.38,1.56,cervezas cruzcampo pack 24 uds de 25 cl.,No promotion,cruzcampo,No specified,25 cl,24,https://www.alcampo.es/media/h4a/h37/9546880090142.jpg,Alcampo,342
4.44,1.12,cerveza con limón radler amstel pack 12 uds. x 33 cl.,No promotion,amstel radler,No specified,33 cl,12,https://www.alcampo.es/media/hae/h18/10407499956254.jpg,Alcampo,343
5.99,1.51,cervezas cruzcampo pack 12 uds x 33 cl.,No promotion,cruzcampo,No specified,33 cl,12,https://www.alcampo.es/media/hfc/h51/10407367213086.jpg,Alcampo,344
0.54,1.08,cerveza alhambra premium lager lata de 50 centilitros,No promotion,alhambra,lata,50 c,1,https://www.alcampo.es/media/h3b/hd5/10444757499934.jpg,Alcampo,345
0.77,1.54,cerveza clásica mahou lata 50 cl.,No promotion,mahou clasica,No specified,50 cl,1,https://www.alcampo.es/media/h63/hff/10444857245726.jpg,Alcampo,346
0.64,1.28,cerveza de color dorado brillante con ligero amargor san miguel especial 50 cl.,No promotion,san miguel,No specified,50 cl,1,https://www.alcampo.es/media/he6/h17/10444697206814.jpg,Alcampo,347
13.58,1.46,cervezas rubias  cruzcampo pack 28 uds. x 33 cl,No promotion,cruzcampo,No specified,33 cl,28,https://www.alcampo.es/media/hb4/h43/10172150186014.jpg,Alcampo,348
0.53,1.6,cerveza estrella damm lata de 33 centilitros,No promotion,estrella damm,lata,33 c,1,https://www.alcampo.es/media/h2d/h1c/8952688476190.jpg,Alcampo,349
0.49,1.48,cerveza tostada 0.0 alcohol mahou lata 33 cl.,No promotion,"mahou sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/h38/h49/9006978924574.jpg,Alcampo,350
2.88,0.72,cerveza heifer pack de 12 latas de 33 cl.,No promotion,heifer,lata,33 cl,12,https://www.alcampo.es/media/h30/h91/8901497192478.jpg,Alcampo,351
0.49,1.48,cerveza sin alcohol free damm lata 33 centilitros,No promotion,free damm,No specified,33 ,1,https://www.alcampo.es/media/hd3/hce/8952633360414.jpg,Alcampo,352
0.24,0.72,cerveza heifer lata de 33 cl.,No promotion,heifer,No specified,33 cl,1,https://www.alcampo.es/media/hed/hc1/8898855698462.jpg,Alcampo,353
0.68,2.06,cerveza doble malta voll damm lata 33 centilitros,No promotion,voll-damm,No specified,33 ,1,https://www.alcampo.es/media/h16/ha1/8952613961758.jpg,Alcampo,354
0.48,1.45,"cerveza 0,0% heineken  lata 33 cl.",No promotion,"heineken sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/hb5/h5f/9546883956766.jpg,Alcampo,355
0.34,1.03,cerveza amstel clásica lata de 33 centilitros,No promotion,amstel clasica,lata,33 c,1,https://www.alcampo.es/media/hf7/h2b/9546877861918.jpg,Alcampo,356
0.99,1.98,cerveza de trigo alemana paulaner naturtrüf botella 50 cl.,No promotion,paulaner,botella,50 cl,1,https://www.alcampo.es/media/hd5/he5/9888522797086.jpg,Alcampo,357
0.54,1.63,"cerveza sin alcohol (0,0% vol.) san miguel 33 cl.",No promotion,"san miguel sin alcohol 0,0%",No specified,33 cl,1,https://www.alcampo.es/media/h8b/h5f/10396992798750.jpg,Alcampo,358
0.38,1.15,"cerveza sin alcohol (0,0% vol.) buckler lata de 33 cl.",No promotion,buckler,lata,33 cl,1,https://www.alcampo.es/media/hf6/h16/10033635655710.jpg,Alcampo,359
0.49,1.48,"cerveza (0,0% alcohol) con sabor a limón free damm lata de 33 centilitros",No promotion,free damm,lata,33 c,1,https://www.alcampo.es/media/h71/h3e/9069626753054.jpg,Alcampo,360
0.57,1.72,"cerveza sin gluten mahou, lata de 33 cl.",No promotion,mahou sin gluten,lata,33 cl,1,https://www.alcampo.es/media/hc5/h93/8902491275294.jpg,Alcampo,361
5.82,1.94,cervezas estrella galicia especial pack 12 uds. x 25 cl,No promotion,estrella galicia,No specified,25 cl,12,https://www.alcampo.es/media/hde/h0f/9460774731806.jpg,Alcampo,362
0.44,1.33,cerveza con limón radler amstel lata de 33 cl.,No promotion,amstel radler,lata,33 cl,1,https://www.alcampo.es/media/ha5/h8b/9546847551518.jpg,Alcampo,363
0.45,1.36,cerveza sin alcohol lata mahou 33 cl.,No promotion,"mahou sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/h94/h70/9492150386718.jpg,Alcampo,364
0.46,1.39,cerveza con limón sin alcohol shandy cruzcampo lata de 33 cl.,No promotion,"cruzcampo shandy sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/hae/h75/9546888806430.jpg,Alcampo,365
0.62,1.87,cerveza sin alcohol alhambra lata de 33 centilitros,No promotion,"alhambra sin alcohol 0,0%",lata,33 c,1,https://www.alcampo.es/media/hf4/h95/9157802524702.jpg,Alcampo,366
0.27,0.81,cerveza rubia con malta y maíz de importación holandesa holbrand lata 33 cl.,No promotion,holbrand,lata,33 cl,1,https://www.alcampo.es/media/hf9/h8a/9308416573470.jpg,Alcampo,367
0.82,2.48,cerveza ipa mahou 5 estrellas 33 cl,No promotion,mahou ipa,No specified,33 cl,1,https://www.alcampo.es/media/hb2/h52/9543218331678.jpg,Alcampo,368
1.33,1.33,cerveza clásica mahou botella 1 litro,No promotion,mahou clasica,No specified,1 L,1,https://www.alcampo.es/media/hef/h16/9021165010974.jpg,Alcampo,369
0.58,1.75,cerveza alhambra premium lager lata de 33 cl.,No promotion,alhambra,lata,33 cl,1,https://www.alcampo.es/media/h2a/h97/8900932010014.jpg,Alcampo,370
0.55,1.66,"cerveza (0,0% alcohol) con sabor a limón radler buckler lata de 33 cl.",No promotion,buckler,lata,33 cl,1,https://www.alcampo.es/media/ha6/hb8/9546809868318.jpg,Alcampo,371
6.57,3.31,cervezas alhambra reserva 1925 pack  6 uds. x 33 cl.,No promotion,alhambra 1925,No specified,33 cl,6,https://www.alcampo.es/media/h43/ha2/9492132626462.jpg,Alcampo,372
0.63,1.9,cerveza  mahou 5 estrellas lata 33 centilitros,No promotion,mahou 5 estrellas,No specified,33 ,1,https://www.alcampo.es/media/h98/hd5/9021147840542.jpg,Alcampo,373
5.76,1.45,"cerveza tostada  0,0 % alcohol mahou pack 12 latas x 33 cl.",No promotion,"mahou sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/h90/h8d/9475631546398.jpg,Alcampo,374
0.54,1.63,"cerveza 0,0 % tostada amstel oro 33 cl.",No promotion,"amstel sin alcohol 0,0%",No specified,33 cl,1,https://www.alcampo.es/media/had/h49/9548561186846.jpg,Alcampo,375
0.58,1.75,cerveza tostada amstel oro lata de 33 cl.,No promotion,amstel oro,lata,33 cL,1,https://www.alcampo.es/media/h7c/ha9/9546810982430.jpg,Alcampo,376
0.77,1.54,cerveza rubia estrella de galicia lata de 50 cl.,No promotion,estrella galicia,lata,50 cl,1,https://www.alcampo.es/media/he4/hf7/9522755239966.jpg,Alcampo,377
1.08,1.08,cerveza alhambra premium lager botella de 1 litro,No promotion,alhambra,botella,1 l,1,https://www.alcampo.es/media/h11/h3c/8952710791198.jpg,Alcampo,378
0.54,1.63,cerveza clásica mahou clásica lata 33 centilitros,No promotion,mahou clasica,lata,33 c,1,https://www.alcampo.es/media/hda/h0c/9021147119646.jpg,Alcampo,379
1.29,1.29,cerveza cruzcampo 1 l.,No promotion,cruzcampo,No specified,1 l,1,https://www.alcampo.es/media/h4c/hbb/10172156543006.jpg,Alcampo,380
0.55,1.66,cerveza sin filtrar el águila 33 cl.,No promotion,el águila,No specified,33 cl,1,https://www.alcampo.es/media/had/h5a/9548538806302.jpg,Alcampo,381
0.75,0.75,cerveza heifer 1 litro,No promotion,heifer,No specified,1 L,1,https://www.alcampo.es/media/h95/h60/8891090993182.jpg,Alcampo,382
0.99,1.98,cerveza alemana de trigo franziskaner naturtrub botella 50 cl.,No promotion,franziskaner,botella,50 cl,1,https://www.alcampo.es/media/h87/hd8/10448403922974.jpg,Alcampo,383
0.64,1.93,cerveza tostada doble lúpulo mahou maestra lata de 33 cl.,No promotion,mahou maestra,lata,33 cl,1,https://www.alcampo.es/media/h69/hb5/9492144259102.jpg,Alcampo,384
0.45,1.36,"cerveza (0,0% alcohol) con sabor a limón san miguel radler  lata de 33 cl.",oferta válida hasta el 14/10/2020,"san miguel radler sin alcohol 0,0%",lata,33 cl,1,https://www.alcampo.es/media/h11/hda/10396996960286.jpg,Alcampo,385
0.27,0.81,cerveza con limón sin alcohol holbrand lata de 33 cl.,No promotion,holbrand,lata,33 cl,1,https://www.alcampo.es/media/hdd/h75/8890967785502.jpg,Alcampo,386
9.95,2.51,cervezas 1906 reserva especial pack de 12 botellines de 33 cl.,oferta válida hasta el 14/10/2020,estrella galicia 1906,No specified,33 cl,12,https://www.alcampo.es/media/he1/h94/9965385744414.jpg,Alcampo,387
0.52,1.57,cerveza radler 0.0% alcohol con limón amstel 33 cl. ,No promotion,"amstel radler sin alcohol 0,0%",No specified,33 cl,1,https://www.alcampo.es/media/h85/h91/9546875731998.jpg,Alcampo,388
3.72,1.87,cervezas estrella de galicia especial pack 6 uds. x 33 cl.,No promotion,estrella galicia,No specified,33 cl,6,https://www.alcampo.es/media/h28/h47/8952668848158.jpg,Alcampo,389
0.62,1.87,cerveza tostada de valencia turia lata 33 cl. ,No promotion,turia,lata,33 cl,1,https://www.alcampo.es/media/hd7/h54/9212228632606.jpg,Alcampo,390
0.68,2.06,cerveza 1906 reserva especial 33 cl.,No promotion,estrella galicia 1906,No specified,33 cl,1,https://www.alcampo.es/media/h7f/hbe/10034035523614.jpg,Alcampo,391
5.85,1.95,"cerveza de color dorado, espuma cremosa y sabor consistente mahou pack 12 botellas. 25 cl.",No promotion,mahou 5 estrellas,botella,25 cl,12,https://www.alcampo.es/media/h5d/h1d/9021149806622.jpg,Alcampo,392
2.96,2.46,cervezas mini estrella galicia pack 6 botellas x 20 cl. ,No promotion,estrella galicia,botella,20 cl,6,https://www.alcampo.es/media/h1c/h35/9522694717470.jpg,Alcampo,393
0.62,1.87,cerveza alhambra especial lata de 33 centilitros,No promotion,alhambra especial,lata,33 c,1,https://www.alcampo.es/media/h78/hc1/8952381210654.jpg,Alcampo,394
1.98,1.32,"cerveza sin alcohol mahou, pack 6 uds. x 25 cl.",No promotion,"mahou sin alcohol 0,0%",No specified,25 cl,6,https://www.alcampo.es/media/hac/h87/9492156416030.jpg,Alcampo,395
0.69,2.09,cerveza tostada ambar export lata de 33 cl.,No promotion,ambar export,lata,33 cl,1,https://www.alcampo.es/media/h5f/hca/10428598747166.jpg,Alcampo,396
3.11,2.07,"cervezas sin alcohol (0,0% vol.) estrella galicia pack de 6 botellas de 25 c",No promotion,"estrella galicia sin alcohol 0,0%",botella,25 c,6,https://www.alcampo.es/media/h7b/h76/9522724732958.jpg,Alcampo,397
1.0,2.81,"cerveza corona botella de 33,5 cl.",No promotion,corona,botella,"33,5 cl",1,https://www.alcampo.es/media/hb3/h52/9188484186142.jpg,Alcampo,398
0.74,1.48,cerveza 5 estrellas mahou lata 50 cl.,No promotion,mahou 5 estrellas,No specified,50 cl,1,https://www.alcampo.es/media/h9e/h61/9021159047198.jpg,Alcampo,399
0.64,0.19,"cerveza con limón  ambar radler, lata de 33 centilitros.",No promotion,ambar radler,lata,33 c,1,https://www.alcampo.es/media/hc4/h02/8959069388830.jpg,Alcampo,400
0.56,1.69,"cerveza tostada con limón 0,0 % alcohol  amstel radler 33 cl.",No promotion,"amstel radler sin alcohol 0,0%",No specified,33 cl,1,https://www.alcampo.es/media/h0b/h70/10172148678686.jpg,Alcampo,401
6.48,0.81,"cervezas  holbrand, pack de 24 latas de 33 centilitros.",No promotion,holbrand,lata,", ",24,https://www.alcampo.es/media/hab/hf5/8947297288222.jpg,Alcampo,402
0.99,3.0,cerveza negra guinness original botella 33 cl.,No promotion,guinness,botella,33 cl,1,https://www.alcampo.es/media/h75/h33/9546889461790.jpg,Alcampo,403
0.6,1.81,cerveza ambar especial lata de 33 centilitros,No promotion,ambar,lata,33 c,1,https://www.alcampo.es/media/h1d/hba/9915987722270.jpg,Alcampo,404
0.53,1.6,cerveza heineken lata de 33 centilitros,No promotion,heineken,lata,33 c,1,https://www.alcampo.es/media/h26/h7c/9546813341726.jpg,Alcampo,405
6.12,1.54,cervezas san miguel pack de 12 latas de 33 cl.,No promotion,san miguel,lata,33 cl,12,https://www.alcampo.es/media/h68/hc9/10407434977310.jpg,Alcampo,406
0.53,1.6,cerveza rubia de sabor fresco y de ligero amargor san miguel lata 33 cl.,No promotion,san miguel,lata,33 cl,1,https://www.alcampo.es/media/he5/h75/10396990341150.jpg,Alcampo,407
5.4,1.81,cerveza rubai ambar especial pack de 9 latas de 33 centilítros,No promotion,rubai,lata,33 c,9,https://www.alcampo.es/media/h48/h6c/9556680671262.jpg,Alcampo,408
1.05,2.1,cerveza heineken lata de 50 centilitros,No promotion,heineken,lata,50 c,1,https://www.alcampo.es/media/h36/h10/9546905976862.jpg,Alcampo,409
0.73,2.21,cerveza budweiser lata de 33 centilitros,No promotion,budweiser,lata,33 c,1,https://www.alcampo.es/media/ha8/h44/9605337219102.jpg,Alcampo,410
0.27,0.81,cerveza holandesa de importación sin alcohol holbrand lata 33 cl.,No promotion,holbrand,No specified,33 cl,1,https://www.alcampo.es/media/h6f/h29/9294112981022.jpg,Alcampo,411
3.5,2.33,cervezas estrella galicia especial pack de 6 botellines de 25 cl.,No promotion,estrella galicia,No specified,25 cl,6,https://www.alcampo.es/media/h27/h7d/9522783092766.jpg,Alcampo,412
2.24,1.49,cervezas con limón sin alcohol shandy cruzcampo pack 6 uds de 25 cl.,No promotion,"cruzcampo shandy sin alcohol 0,0%",No specified,25 cl,6,https://www.alcampo.es/media/h8c/he8/9546818158622.jpg,Alcampo,413
1.0,1.0,cerveza ambar botella de 1 l.,No promotion,ambar,botella,1 l,1,https://www.alcampo.es/media/h94/h7b/9915958657054.jpg,Alcampo,414
8.15,2.05,cerveza  doble malta voll damm pack 12 luds de 33 cl.,No promotion,voll-damm,No specified,33 cl,12,https://www.alcampo.es/media/hcb/h59/10411459182622.jpg,Alcampo,415
0.83,2.51,cerveza sin filtrar el águila 33 cl.,No promotion,el águila,No specified,33 cl,1,https://www.alcampo.es/media/hb9/hf3/9548548964382.jpg,Alcampo,416
0.99,0.99,cerveza cruz del sur 1 litro,No promotion,cruz del sur,No specified,1 L,1,https://www.alcampo.es/media/hb0/he9/9626884472862.jpg,Alcampo,417
0.55,1.66,cerveza con limón sin alcohol mixta mahou lata de 33 centilitros,No promotion,mahou mixta,lata,33 c,1,https://www.alcampo.es/media/h6a/hbb/8928519684126.jpg,Alcampo,418
1.0,3.03,cerveza sin alcohol clausthaler classic botella de 33 centilitros,No promotion,clausthaler,botella,33 c,1,https://www.alcampo.es/media/hd3/hd9/8952562122782.jpg,Alcampo,419
